Gene,Cell 1,Cell 2,Cell 3,Cell 4,Cell 5
"""C16orf74__chr16""",0,0,0,0,1.0019582262109
"""C16orf80__chr16""",2.00785343002263,3.01771667252281,0,3.01771667252281,0
"""C16orf86__chr16""",0,0,0,0,0
"""C16orf87__chr16""",0,0,0,1.0019582262109,0
"""C16orf88__chr16""",0,2.00785343002263,1.0019582262109,0,1.0019582262109
"""C16orf89__chr16""",0,0,0,0,0
"""C16orf91__chr16""",0,1.0019582262109,0,2.00785343002263,0
"""C16orf93__chr16""",0,0,0,0,0
"""C16orf95__chr16""",0,0,0,0,0
"""C16orf96__chr16""",0,0,0,0,0
"""C17orf100__chr17""",0,0,0,0,0
"""C17orf102__chr17""",0,0,0,0,0
"""C17orf103__chr17""",0,1.0019582262109,0,0,0
"""C17orf104__chr17""",0,0,0,0,0
"""C17orf105__chr17""",0,0,0,0,0
"""C17orf107__chr17""",0,0,0,0,0
"""C17orf49__chr17""",0,0,0,0,0
"""C17orf50__chr17""",0,0,0,0,0
"""C17orf51__chr17""",3.01771667252281,0,1.0019582262109,0,0
"""C17orf53__chr17""",0,0,0,0,0
"""C17orf58__chr17""",0,1.0019582262109,0,2.00785343002263,0
"""C17orf59__chr17""",0,0,0,1.0019582262109,0
"""C17orf61-PLSCR3__chr17""",0,0,0,0,0
"""C17orf62__chr17""",1.0019582262109,0,0,0,1.0019582262109
"""C17orf67__chr17""",0,0,0,0,2.00785343002263
"""C17orf70__chr17""",0,0,0,0,0
"""C17orf72__chr17""",0,0,0,0,0
"""C17orf74__chr17""",0,0,0,0,0
"""C17orf75__chr17""",0,0,2.00785343002263,2.00785343002263,0
"""C17orf76-AS1__chr17""",7.09748429180284,4.03157938384363,3.01771667252281,8.12766676853256,1.0019582262109
"""C17orf77__chr17""",0,0,0,1.0019582262109,0
"""C17orf78__chr17""",0,0,0,0,0
"""C17orf80__chr17""",0,1.0019582262109,0,2.00785343002263,0
"""C17orf82__chr17""",0,0,0,0,0
"""C17orf85__chr17""",0,1.0019582262109,1.0019582262109,1.0019582262109,0
"""C17orf89__chr17""",3.01771667252281,1.0019582262109,2.00785343002263,1.0019582262109,2.00785343002263
"""C17orf96__chr17""",0,0,0,0,0
"""C17orf97__chr17""",0,0,1.0019582262109,0,0
"""C17orf98__chr17""",0,0,0,0,0
"""C18orf21__chr18""",0,1.0019582262109,0,1.0019582262109,0
"""C18orf25__chr18""",0,0,1.0019582262109,1.0019582262109,0
"""C18orf32__chr18""",0,0,0,0,0
"""C18orf42__chr18""",2.00785343002263,0,0,0,0
"""C18orf54__chr18""",0,3.01771667252281,0,0,0
"""C18orf56__chr18""",0,0,0,0,0
"""C18orf61__chr18""",0,1.0019582262109,0,1.0019582262109,0
"""C18orf8__chr18""",0,2.00785343002263,1.0019582262109,2.00785343002263,1.0019582262109
"""C19orf10__chr19""",1.0019582262109,4.03157938384363,0,3.01771667252281,1.0019582262109
"""C19orf12__chr19""",0,0,0,1.0019582262109,0
"""C19orf18__chr19""",0,0,0,0,0
"""C19orf21__chr19""",0,0,0,0,2.00785343002263
"""C19orf24__chr19""",0,2.00785343002263,0,0,0
"""C19orf25__chr19""",0,2.00785343002263,0,1.0019582262109,0
"""C19orf33__chr19""",0,0,0,0,5.04947336903132
"""C19orf35__chr19""",0,0,0,0,0
"""C19orf38__chr19""",0,0,0,0,0
"""C19orf40__chr19""",0,2.00785343002263,0,0,0
"""C19orf43__chr19""",1.0019582262109,3.01771667252281,4.03157938384363,3.01771667252281,2.00785343002263
"""C19orf44__chr19""",0,0,0,0,0
"""C19orf45__chr19""",0,0,0,0,0
"""C19orf47__chr19""",0,0,0,0,0
"""C19orf48__chr19""",0,0,0,0,0
"""C19orf52__chr19""",2.00785343002263,0,0,2.00785343002263,1.0019582262109
"""C19orf53__chr19""",2.00785343002263,2.00785343002263,0,3.01771667252281,0
"""C19orf54__chr19""",0,0,1.0019582262109,0,0
"""C19orf55__chr19""",0,0,0,0,0
"""C19orf57__chr19""",0,0,0,0,0
"""C19orf59__chr19""",0,0,0,0,0
"""C19orf60__chr19""",0,0,0,0,0
"""C19orf66__chr19""",0,0,0,1.0019582262109,0
"""C19orf69__chr19""",0,0,0,0,0
"""C19orf6__chr19""",1.0019582262109,3.01771667252281,1.0019582262109,1.0019582262109,0
"""C19orf70__chr19""",0,0,0,0,0
"""C19orf71__chr19""",0,0,0,0,0
"""C19orf73__chr19""",0,0,0,0,0
"""C19orf77__chr19""",5.04947336903132,0,0,10.2005525880831,0
"""C19orf80__chr19""",0,0,0,0,0
"""C19orf81__chr19""",0,0,0,0,0
"""C1D__chr2""",3.01771667252281,2.00785343002263,2.00785343002263,6.07143081403291,0
"""C1GALT1C1__chrX""",7.09748429180284,1.0019582262109,0,0,5.04947336903132
"""C1GALT1__chr7""",0,0,1.0019582262109,3.01771667252281,1.0019582262109
"""C1QA__chr1""",0,0,0,0,0
"""C1QBP__chr17""",2.00785343002263,0,1.0019582262109,2.00785343002263,0
"""C1QB__chr1""",0,0,0,0,0
"""C1QC__chr1""",0,0,0,0,0
"""C1QL1__chr17""",0,0,0,0,0
"""C1QL2__chr2""",0,0,0,0,0
"""C1QL3__chr10""",0,0,0,0,0
"""C1QL4__chr12""",0,0,0,0,0
"""C1QTNF1__chr17""",0,0,0,0,0
"""C1QTNF2__chr5""",0,0,0,0,0
"""C1QTNF3-AMACR__chr5""",0,0,0,0,0
"""C1QTNF3__chr5""",0,0,0,0,0
"""C1QTNF6__chr22""",0,0,0,0,0
"""C1QTNF7__chr4""",0,0,0,0,0
"""C1QTNF8__chr16""",0,0,0,0,0
"""C1QTNF9B-AS1__chr13""",0,0,0,0,0
"""C1QTNF9B__chr13""",0,0,0,0,0
"""C1QTNF9__chr13""",0,0,0,0,0
"""C1RL-AS1__chr12""",0,0,0,0,0
"""C1RL__chr12""",0,1.0019582262109,0,1.0019582262109,1.0019582262109
"""C1R__chr12""",0,1.0019582262109,0,0,0
"""C1S__chr12""",0,1.0019582262109,0,0,0
"""C1orf101__chr1""",0,0,0,0,0
"""C1orf105__chr1""",0,0,0,0,0
"""C1orf106__chr1""",0,0,0,0,3.01771667252281
"""C1orf109__chr1""",0,1.0019582262109,0,0,0
"""C1orf112__chr1""",0,0,0,0,0
"""C1orf114__chr1""",0,0,1.0019582262109,2.00785343002263,0
"""C1orf115__chr1""",0,0,2.00785343002263,0,1.0019582262109
"""C1orf116__chr1""",0,0,0,1.0019582262109,19.7420296561744
"""C1orf122__chr1""",11.2433238873179,2.00785343002263,1.0019582262109,2.00785343002263,1.0019582262109
"""C1orf123__chr1""",0,3.01771667252281,0,1.0019582262109,0
"""C1orf126__chr1""",0,0,0,0,0
"""C1orf127__chr1""",0,0,1.0019582262109,0,0
"""C1orf131__chr1""",0,1.0019582262109,2.00785343002263,0,0
"""C1orf140__chr1""",1.0019582262109,1.0019582262109,0,1.0019582262109,0
"""C1orf141__chr1""",0,0,0,0,0
"""C1orf145__chr1""",0,0,0,0,0
"""C1orf151-NBL1__chr1""",0,0,0,0,0
"""C1orf158__chr1""",0,0,0,0,0
"""C1orf159__chr1""",0,0,0,0,0
"""C1orf162__chr1""",0,0,0,0,0
"""C1orf168__chr1""",0,0,0,0,0
"""C1orf170__chr1""",0,0,0,0,0
"""C1orf172__chr1""",0,0,0,0,0
"""C1orf173__chr1""",0,0,2.00785343002263,0,0
"""C1orf174__chr1""",0,0,0,1.0019582262109,1.0019582262109
"""C1orf177__chr1""",0,0,0,0,0
"""C1orf186__chr1""",0,0,0,0,0
"""C1orf192__chr1""",0,0,0,0,0
"""C1orf194__chr1""",0,0,0,0,0
"""C1orf198__chr1""",0,1.0019582262109,1.0019582262109,1.0019582262109,0
"""C1orf204__chr1""",0,0,0,0,0
"""C1orf210__chr1""",1.0019582262109,0,1.0019582262109,0,3.01771667252281
"""C1orf213__chr1""",0,0,0,0,0
"""C1orf216__chr1""",0,1.0019582262109,0,0,0
"""C1orf21__chr1""",2.00785343002263,0,0,0,1.0019582262109
"""C1orf220__chr1""",0,0,0,0,0
"""C1orf226__chr1""",0,1.0019582262109,0,0,0
"""C1orf227__chr1""",0,0,0,0,0
"""C1orf228__chr1""",0,0,0,0,0
"""C1orf229__chr1""",0,0,0,0,0
"""C1orf233__chr1""",0,0,0,0,0
"""C1orf27__chr1""",1.0019582262109,0,2.00785343002263,6.07143081403291,1.0019582262109
"""C1orf35__chr1""",1.0019582262109,0,0,0,0
"""C1orf43__chr1""",9.16201161000583,15.4574108131603,4.03157938384363,10.2005525880831,3.01771667252281
"""C1orf50__chr1""",2.00785343002263,0,1.0019582262109,0,0
"""C1orf51__chr1""",0,0,0,4.03157938384363,0
"""C1orf52__chr1""",0,3.01771667252281,0,0,0
"""C1orf53__chr1""",0,0,0,0,0
"""C1orf54__chr1""",0,0,0,0,0
"""C1orf56__chr1""",1.0019582262109,0,0,0,0
"""C1orf61__chr1""",0,0,0,0,0
"""C1orf63__chr1""",3.01771667252281,3.01771667252281,2.00785343002263,4.03157938384363,2.00785343002263
"""C1orf64__chr1""",0,0,0,0,0
"""C1orf74__chr1""",0,0,0,0,0
"""C1orf85__chr1""",0,0,1.0019582262109,1.0019582262109,0
"""C1orf86__chr1""",1.0019582262109,0,0,1.0019582262109,0
"""C1orf95__chr1""",0,0,0,0,0
"""C20orf111__chr20""",0,1.0019582262109,0,2.00785343002263,2.00785343002263
"""C20orf112__chr20""",0,13.3416962915876,1.0019582262109,1.0019582262109,1.0019582262109
"""C20orf118__chr20""",0,0,0,0,0
"""C20orf166-AS1__chr20""",0,0,0,0,0
"""C20orf173__chr20""",0,0,0,0,0
"""C20orf194__chr20""",0,1.0019582262109,0,1.0019582262109,0
"""C20orf195__chr20""",0,0,0,0,0
"""C20orf196__chr20""",0,0,0,0,0
"""C20orf197__chr20""",0,0,0,0,0
"""C20orf201__chr20""",0,0,0,0,0
"""C20orf202__chr20""",0,0,0,0,0
"""C20orf203__chr20""",0,0,0,0,0
"""C20orf24__chr20""",0,0,0,0,0
"""C20orf26__chr20""",0,0,0,0,0
"""C20orf27__chr20""",0,0,0,0,0
"""C20orf96__chr20""",0,0,1.0019582262109,0,0
"""C21orf119__chr21""",0,0,0,0,0
"""C21orf15__chr21""",0,0,0,0,0
"""C21orf2__chr21""",0,1.0019582262109,0,0,0
"""C21orf33__chr21""",1.0019582262109,2.00785343002263,0,1.0019582262109,0
"""C21orf49__chr21""",0,0,0,0,0
"""C21orf58__chr21""",1.0019582262109,0,1.0019582262109,5.04947336903132,0
"""C21orf59__chr21""",0,2.00785343002263,1.0019582262109,2.00785343002263,1.0019582262109
"""C21orf62__chr21""",3.01771667252281,6.07143081403291,4.03157938384363,4.03157938384363,1.0019582262109
"""C21orf67__chr21""",0,0,0,0,0
"""C21orf7__chr21""",0,0,0,1.0019582262109,0
"""C21orf88__chr21""",0,0,1.0019582262109,0,0
"""C21orf90__chr21""",0,0,0,0,0
"""C21orf91-OT1__chr21""",0,0,0,0,0
"""C21orf91__chr21""",1.0019582262109,0,1.0019582262109,5.04947336903132,0
"""C22orf23__chr22""",0,0,0,0,0
"""C22orf26__chr22""",0,0,0,0,0
"""C22orf28__chr22""",4.03157938384363,1.0019582262109,0,2.00785343002263,2.00785343002263
"""C22orf29__chr22""",0,0,0,0,0
"""C22orf31__chr22""",0,0,0,0,0
"""C22orf32__chr22""",3.01771667252281,0,2.00785343002263,6.07143081403291,1.0019582262109
"""C22orf34__chr22""",0,0,0,0,0
"""C22orf39__chr22""",5.04947336903132,2.00785343002263,2.00785343002263,2.00785343002263,1.0019582262109
"""C22orf42__chr22""",0,0,0,0,0
"""C22orf43__chr22""",0,0,0,0,0
"""C22orf46__chr22""",0,0,0,0,1.0019582262109
"""C2CD2L__chr11""",1.0019582262109,0,0,1.0019582262109,1.0019582262109
"""C2CD2__chr21""",0,1.0019582262109,0,0,0
"""C2CD3__chr11""",0,0,0,0,0
"""C2CD4A__chr15""",4.03157938384363,1.0019582262109,0,21.9115341658633,0
"""C2CD4B__chr15""",4.03157938384363,0,0,12.2903601117083,0
"""C2CD4C__chr19""",0,0,0,0,0
"""C2CD4D__chr1""",0,0,0,0,0
"""C2CD5__chr12""",2.00785343002263,1.0019582262109,4.03157938384363,1.0019582262109,1.0019582262109
"""C2__chr6""",0,0,0,0,0
"""C2orf15__chr2""",0,0,1.0019582262109,0,0
"""C2orf16__chr2""",0,0,0,0,0
"""C2orf27A__chr2""",0,0,0,0,0
"""C2orf27B__chr2""",0,0,0,0,0
"""C2orf29__chr2""",0,1.0019582262109,0,0,1.0019582262109
"""C2orf40__chr2""",0,0,0,0,0
"""C2orf42__chr2""",0,1.0019582262109,0,1.0019582262109,0
"""C2orf43__chr2""",0,0,0,0,0
"""C2orf44__chr2""",0,2.00785343002263,0,1.0019582262109,0
"""C2orf47__chr2""",0,1.0019582262109,1.0019582262109,1.0019582262109,0
"""C2orf49__chr2""",0,0,0,1.0019582262109,0
"""C2orf50__chr2""",0,0,0,0,0
"""C2orf54__chr2""",0,0,0,0,0
"""C2orf65__chr2""",0,0,0,0,0
"""C2orf66__chr2""",0,0,0,0,0
"""C2orf68__chr2""",0,0,0,2.00785343002263,1.0019582262109
"""C2orf69__chr2""",2.00785343002263,0,1.0019582262109,3.01771667252281,1.0019582262109
"""C2orf70__chr2""",0,0,1.0019582262109,0,0
"""C2orf71__chr2""",0,0,0,0,0
"""C2orf72__chr2""",0,0,0,0,0
"""C2orf73__chr2""",1.0019582262109,0,1.0019582262109,0,0
"""C2orf74__chr2""",2.00785343002263,0,2.00785343002263,1.0019582262109,0
"""C2orf76__chr2""",1.0019582262109,1.0019582262109,0,0,0
"""C2orf81__chr2""",0,0,0,1.0019582262109,0
"""C2orf83__chr2""",0,0,0,0,0
"""C2orf88__chr2""",0,0,0,0,0
"""C2orf91__chr2""",0,0,0,0,0
"""C3AR1__chr12""",0,0,0,0,0
"""C3P1__chr19""",0,0,0,0,0
"""C3__chr19""",0,0,0,1.0019582262109,1.0019582262109
"""C3orf14__chr3""",1.0019582262109,0,1.0019582262109,3.01771667252281,0
"""C3orf17__chr3""",0,1.0019582262109,1.0019582262109,3.01771667252281,3.01771667252281
"""C3orf18__chr3""",0,0,0,0,0
"""C3orf20__chr3""",0,0,0,0,0
"""C3orf33__chr3""",0,0,0,0,0
"""C3orf35__chr3""",0,0,0,1.0019582262109,0
"""C3orf36__chr3""",0,0,0,0,0
"""C3orf37__chr3""",0,1.0019582262109,1.0019582262109,0,0
"""C3orf38__chr3""",0,0,0,4.03157938384363,0
"""C3orf45__chr3""",0,0,0,0,0
"""C3orf52__chr3""",0,0,0,0,0
"""C3orf55__chr3""",0,0,0,0,0
"""C3orf58__chr3""",0,0,0,0,0
"""C3orf62__chr3""",0,0,0,0,0
"""C3orf67__chr3""",0,0,0,0,0
"""C3orf70__chr3""",0,0,0,0,0
"""C3orf72__chr3""",0,0,0,0,0
"""C3orf80__chr3""",0,0,0,0,0
"""C4BPA__chr1""",0,0,0,0,0
"""C4BPB__chr1""",0,0,0,0,0
"""C4orf19__chr4""",0,0,3.01771667252281,5.04947336903132,11.2433238873179
"""C4orf21__chr4""",0,0,0,0,0
"""C4orf22__chr4""",0,0,0,0,0
"""C4orf26__chr4""",0,0,0,0,0
"""C4orf27__chr4""",1.0019582262109,0,1.0019582262109,1.0019582262109,0
"""C4orf29__chr4""",0,1.0019582262109,0,0,0
"""C4orf32__chr4""",0,3.01771667252281,0,0,3.01771667252281
"""C4orf33__chr4""",0,0,0,0,1.0019582262109
"""C4orf36__chr4""",0,0,0,0,0
"""C4orf3__chr4""",4.03157938384363,3.01771667252281,1.0019582262109,6.07143081403291,1.0019582262109
"""C4orf40__chr4""",0,0,0,0,0
"""C4orf46__chr4""",0,0,0,0,1.0019582262109
"""C4orf47__chr4""",0,0,0,0,0
"""C4orf48__chr4""",0,0,0,0,0
"""C4orf52__chr4""",2.00785343002263,1.0019582262109,4.03157938384363,1.0019582262109,3.01771667252281
"""C4orf6__chr4""",0,0,0,0,0
"""C5AR1__chr19""",0,0,1.0019582262109,1.0019582262109,0
"""C5__chr9""",0,0,0,0,0
"""C5orf15__chr5""",2.00785343002263,5.04947336903132,2.00785343002263,6.07143081403291,6.07143081403291
"""C5orf22__chr5""",0,2.00785343002263,0,0,1.0019582262109
"""C5orf24__chr5""",1.0019582262109,8.12766676853256,6.07143081403291,3.01771667252281,2.00785343002263
"""C5orf27__chr5""",0,0,0,0,0
"""C5orf28__chr5""",0,1.0019582262109,1.0019582262109,1.0019582262109,0
"""C5orf30__chr5""",0,0,0,2.00785343002263,1.0019582262109
"""C5orf34__chr5""",0,0,0,0,0
"""C5orf38__chr5""",1.0019582262109,0,0,0,0
"""C5orf42__chr5""",1.0019582262109,2.00785343002263,0,3.01771667252281,0
"""C5orf44__chr5""",0,0,1.0019582262109,0,0
"""C5orf45__chr5""",0,0,0,0,0
"""C5orf46__chr5""",0,0,0,0,0
"""C5orf47__chr5""",0,0,0,0,0
"""C5orf48__chr5""",0,0,0,0,0
"""C5orf49__chr5""",0,0,1.0019582262109,0,0
"""C5orf4__chr5""",0,0,0,0,0
"""C5orf51__chr5""",0,3.01771667252281,2.00785343002263,0,1.0019582262109
"""C5orf54__chr5""",0,1.0019582262109,0,1.0019582262109,0
"""C5orf55__chr5""",0,0,1.0019582262109,1.0019582262109,0
"""C5orf56__chr5""",0,0,0,0,0
"""C5orf58__chr5""",0,0,0,0,0
"""C5orf60__chr5""",0,0,0,0,0
"""C5orf63__chr5""",0,0,0,0,1.0019582262109
"""C5orf64__chr5""",0,0,0,0,0
"""C6__chr5""",1.0019582262109,0,0,0,0
"""C6orf106__chr6""",2.00785343002263,4.03157938384363,0,5.04947336903132,1.0019582262109
"""C6orf118__chr6""",0,0,1.0019582262109,0,0
"""C6orf120__chr6""",1.0019582262109,2.00785343002263,0,2.00785343002263,1.0019582262109
"""C6orf123__chr6""",0,0,0,1.0019582262109,0
"""C6orf132__chr6""",0,0,0,0,3.01771667252281
"""C6orf136__chr6""",1.0019582262109,1.0019582262109,1.0019582262109,1.0019582262109,0
"""C6orf141__chr6""",0,0,0,0,0
"""C6orf147__chr6""",0,0,0,0,0
"""C6orf163__chr6""",0,0,0,0,0
"""C6orf164__chr6""",0,0,0,0,0
"""C6orf165__chr6""",0,0,0,0,0
"""C6orf170__chr6""",1.0019582262109,0,0,2.00785343002263,0
"""C6orf1__chr6""",1.0019582262109,2.00785343002263,0,0,0
"""C6orf203__chr6""",0,3.01771667252281,0,2.00785343002263,0
"""C6orf211__chr6""",0,0,1.0019582262109,0,0
"""C6orf222__chr6""",0,0,0,0,1.0019582262109
"""C6orf223__chr6""",0,0,0,0,0
"""C6orf226__chr6""",0,0,0,0,0
"""C6orf25__chr6""",0,1.0019582262109,0,0,0
"""C6orf47__chr6""",0,0,0,3.01771667252281,1.0019582262109
"""C6orf48__chr6""",13.3416962915876,0,7.09748429180284,11.2433238873179,0
"""C6orf52__chr6""",0,0,0,0,0
"""C6orf57__chr6""",0,0,0,1.0019582262109,0
"""C6orf58__chr6""",0,0,2.00785343002263,0,0
"""C6orf62__chr6""",3.01771667252281,5.04947336903132,1.0019582262109,3.01771667252281,4.03157938384363
"""C6orf70__chr6""",0,0,1.0019582262109,1.0019582262109,0
"""C6orf89__chr6""",1.0019582262109,5.04947336903132,2.00785343002263,5.04947336903132,4.03157938384363
"""C6orf99__chr6""",0,0,0,0,0
"""C7__chr5""",0,0,0,1.0019582262109,0
"""C7orf10__chr7""",0,0,0,0,0
"""C7orf13__chr7""",0,0,0,2.00785343002263,0
"""C7orf25__chr7""",0,1.0019582262109,1.0019582262109,4.03157938384363,0
"""C7orf26__chr7""",2.00785343002263,3.01771667252281,0,1.0019582262109,1.0019582262109
"""C7orf29__chr7""",0,0,0,0,0
"""C7orf31__chr7""",1.0019582262109,0,0,0,0
"""C7orf41__chr7""",0,0,5.04947336903132,3.01771667252281,0
"""C7orf43__chr7""",1.0019582262109,0,0,0,0
"""C7orf45__chr7""",0,0,0,0,0
"""C7orf49__chr7""",0,0,0,2.00785343002263,0
"""C7orf50__chr7""",0,0,2.00785343002263,2.00785343002263,0
"""C7orf53__chr7""",0,0,0,0,0
"""C7orf55-LUC7L2__chr7""",0,0,0,0,0
"""C7orf55__chr7""",2.00785343002263,2.00785343002263,0,3.01771667252281,2.00785343002263
"""C7orf57__chr7""",0,0,0,0,0
"""C7orf60__chr7""",0,1.0019582262109,1.0019582262109,0,0
"""C7orf61__chr7""",0,0,0,0,0
"""C7orf63__chr7""",0,0,0,1.0019582262109,0
"""C7orf65__chr7""",0,0,0,1.0019582262109,0
"""C7orf73__chr7""",1.0019582262109,7.09748429180284,8.12766676853256,9.16201161000583,3.01771667252281
"""C8A__chr1""",0,0,0,0,0
"""C8B__chr1""",0,0,0,0,0
"""C8G__chr9""",0,0,0,0,0
"""C8orf12__chr8""",0,0,0,0,0
"""C8orf31__chr8""",0,1.0019582262109,0,0,0
"""C8orf33__chr8""",3.01771667252281,5.04947336903132,1.0019582262109,1.0019582262109,0
"""C8orf34__chr8""",0,0,0,0,0
"""C8orf37__chr8""",0,0,1.0019582262109,0,0
"""C8orf40__chr8""",0,0,0,1.0019582262109,1.0019582262109
"""C8orf42__chr8""",0,2.00785343002263,0,0,0
"""C8orf44-SGK3__chr8""",0,0,0,0,0
"""C8orf44__chr8""",0,0,0,2.00785343002263,1.0019582262109
"""C8orf46__chr8""",0,0,0,0,0
"""C8orf47__chr8""",0,0,1.0019582262109,2.00785343002263,2.00785343002263
"""C8orf48__chr8""",0,0,0,0,0
"""C8orf4__chr8""",0,21.9115341658633,0,0,0
"""C8orf56__chr8""",0,0,0,0,0
"""C8orf58__chr8""",0,0,0,0,0
"""C8orf59__chr8""",0,1.0019582262109,1.0019582262109,0,0
"""C8orf76__chr8""",2.00785343002263,2.00785343002263,2.00785343002263,1.0019582262109,0
"""C8orf82__chr8""",1.0019582262109,1.0019582262109,0,3.01771667252281,2.00785343002263
"""C8orf86__chr8""",0,0,0,0,0
"""C9__chr5""",0,0,0,0,0
"""C9orf114__chr9""",0,0,2.00785343002263,3.01771667252281,0
"""C9orf116__chr9""",0,0,0,0,0
"""C9orf117__chr9""",0,0,0,0,0
"""C9orf123__chr9""",0,2.00785343002263,0,2.00785343002263,0
"""C9orf135__chr9""",0,0,0,1.0019582262109,0
"""C9orf139__chr9""",1.0019582262109,0,0,0,0
"""C9orf142__chr9""",0,1.0019582262109,0,0,0
"""C9orf152__chr9""",0,0,0,0,0
"""C9orf156__chr9""",0,0,1.0019582262109,0,0
"""C9orf163__chr9""",0,0,0,0,0
"""C9orf169__chr9""",0,0,0,0,0
"""C9orf16__chr9""",0,0,0,0,0
"""C9orf170__chr9""",0,0,0,0,0
"""C9orf171__chr9""",0,0,0,0,0
"""C9orf174__chr9""",0,0,0,0,0
"""C9orf24__chr9""",2.00785343002263,0,1.0019582262109,0,0
"""C9orf37__chr9""",0,0,0,0,0
"""C9orf3__chr9""",0,0,0,0,0
"""C9orf40__chr9""",0,1.0019582262109,0,2.00785343002263,0
"""C9orf41__chr9""",0,0,0,0,0
"""C9orf43__chr9""",0,0,0,0,0
"""C9orf47__chr9""",0,0,0,0,0
"""C9orf57__chr9""",0,0,0,0,0
"""C9orf64__chr9""",0,1.0019582262109,1.0019582262109,1.0019582262109,0
"""C9orf66__chr9""",0,0,0,0,0
"""C9orf69__chr9""",0,0,0,0,0
"""C9orf72__chr9""",2.00785343002263,0,3.01771667252281,2.00785343002263,1.0019582262109
"""C9orf78__chr9""",3.01771667252281,5.04947336903132,2.00785343002263,7.09748429180284,8.12766676853256
"""C9orf84__chr9""",0,0,0,1.0019582262109,0
"""C9orf85__chr9""",0,0,0,0,0
"""C9orf89__chr9""",0,2.00785343002263,1.0019582262109,1.0019582262109,0
"""C9orf91__chr9""",0,0,0,0,0
"""C9orf92__chr9""",0,0,0,0,0
"""C9orf96__chr9""",0,0,0,0,0
"""C9orf9__chr9""",0,0,0,1.0019582262109,0
"""CA10__chr17""",0,0,0,0,0
"""CA11__chr19""",1.0019582262109,1.0019582262109,0,1.0019582262109,0
"""CA12__chr15""",0,0,0,0,0
"""CA13__chr8""",0,0,0,0,0
"""CA14__chr1""",0,0,0,0,0
"""CA1__chr8""",0,0,0,0,0
"""CA2__chr8""",0,0,0,0,9.16201161000583
"""CA3__chr8""",0,0,0,0,0
"""CA4__chr17""",0,0,0,0,0
"""CA5A__chr16""",0,0,0,0,0
"""CA5BP1__chrX""",0,0,0,0,0
"""CA5B__chrX""",1.0019582262109,0,0,0,1.0019582262109
"""CA6__chr1""",0,0,0,0,0
"""CA8__chr8""",1.0019582262109,0,0,0,0
"""CA9__chr9""",0,0,0,0,0
"""CAAP1__chr9""",0,0,0,3.01771667252281,2.00785343002263
"""CAB39L__chr13""",0,2.00785343002263,0,1.0019582262109,0
"""CAB39__chr2""",0,2.00785343002263,0,5.04947336903132,2.00785343002263
"""CABIN1__chr22""",0,0,2.00785343002263,1.0019582262109,0
"""CABLES1__chr18""",0,0,0,0,0
"""CABLES2__chr20""",0,0,1.0019582262109,1.0019582262109,0
"""CABP1__chr12""",0,0,0,0,0
"""CABP4__chr11""",1.0019582262109,4.03157938384363,4.03157938384363,1.0019582262109,1.0019582262109
"""CABP5__chr19""",0,0,0,0,0
"""CABP7__chr22""",0,0,0,7.09748429180284,0
"""CABS1__chr4""",0,0,0,0,0
"""CABYR__chr18""",0,0,0,0,0
"""CACFD1__chr9""",1.0019582262109,0,1.0019582262109,2.00785343002263,2.00785343002263
"""CACHD1__chr1""",0,3.01771667252281,0,0,0
"""CACNA1A__chr19""",4.03157938384363,1.0019582262109,4.03157938384363,3.01771667252281,0
"""CACNA1B__chr9""",0,0,0,1.0019582262109,0
"""CACNA1C-AS1__chr12""",0,0,0,0,0
"""CACNA1C-IT3__chr12""",0,0,0,0,0
"""CACNA1C__chr12""",0,0,1.0019582262109,0,0
"""CACNA1D__chr3""",0,0,3.01771667252281,6.07143081403291,0
"""CACNA1E__chr1""",0,0,0,0,0
"""CACNA1F__chrX""",0,0,0,0,0
"""CACNA1G__chr17""",0,0,0,0,0
"""CACNA1H__chr16""",1.0019582262109,0,2.00785343002263,7.09748429180284,0
"""CACNA1I__chr22""",0,0,0,0,0
"""CACNA2D1__chr7""",0,0,2.00785343002263,4.03157938384363,0
"""CACNA2D2__chr3""",0,0,1.0019582262109,0,0
"""CACNA2D3__chr3""",0,0,0,0,0
"""CACNA2D4__chr12""",0,0,0,0,0
"""CACNB1__chr17""",0,0,0,1.0019582262109,0
"""CACNB2__chr10""",2.00785343002263,0,1.0019582262109,0,0
"""CACNB3__chr12""",0,0,0,0,0
"""CACNB4__chr2""",0,0,0,0,0
"""CACNG1__chr17""",0,0,0,0,0
"""CACNG2__chr22""",0,0,0,0,0
"""CACNG4__chr17""",0,0,1.0019582262109,0,0
"""CACNG7__chr19""",0,0,0,0,0
"""CACNG8__chr19""",0,0,1.0019582262109,0,0
"""CACTIN__chr19""",0,0,0,0,0
"""CACUL1__chr10""",2.00785343002263,5.04947336903132,2.00785343002263,9.16201161000583,1.0019582262109
"""CACYBP__chr1""",6.07143081403291,7.09748429180284,3.01771667252281,7.09748429180284,1.0019582262109
"""CADM1__chr11""",3.01771667252281,6.07143081403291,7.09748429180284,9.16201161000583,1.0019582262109
"""CADM2__chr3""",0,0,2.00785343002263,0,0
"""CADM3__chr1""",0,0,0,0,0
"""CADM4__chr19""",0,0,1.0019582262109,0,0
"""CADPS2__chr7""",0,1.0019582262109,1.0019582262109,2.00785343002263,0
"""CADPS__chr3""",4.03157938384363,0,8.12766676853256,9.16201161000583,0
"""CAD__chr2""",0,0,0,0,0
